Rating,Date Experienced,Review Title,Review,Generated Topics,Extracted Topics
1,2023-10-15,SCAMMERS!!!,"scammers!!!! they offer good discounts through corporate offers and then renegade on them at the point of check out by substituting a lesser discount and stating that you can only have one discount at a time, but don’t allow you to opt for your corporate discount which would save you considerably more! absolute con artists."," i would never recommend this store to anyone. if you are looking for a discount, go elsewhere. this store is a scam. 

1.",
2,2023-10-14,9 times out of 10 theres no flavours in…,"9 times out of 10 theres no flavours in the water machine its just water, the ac is very rarely on and they amount of groups of kids you see coming in on 1 membership is slowly increasing week by week",".
I have a 2 year old and 2 1/2 year old and 9 times out of 10 theres no",
1,2023-10-13,My monthly payment came out on a…,my monthly payment came out on a different card than expected which didnt have the sufficient funds. because the payment was missed my account has now been blocked and am being asked to pay almost double to reactivate my account.," i am very unhappy with the service and would not recommend it to anyone. 
1. unexpected card payment 2. blocked account 3.",unexpected card payment | blocked account
2,2023-10-14,Without they inform me they suspend my…,without they inform me they suspend my booking for classes," i did not take place. 
i am very disappointed and i will not use this service anymore. 
i booked a class for my daughter",
2,2023-10-01,Pure gym colwick.Notts Things not as they seem,"gym good charged £85 because i went on a sunday morning,can only train in sainsburys opening hours which is no good to me ,not really a 24 hr gym.was my birthday present.had to cancel as cant get there without a car and work long hours.dissapointing."," 
1. gym 2. opening hours 3. birthday present",gym | opening hours | birthday present
1,2023-10-14,The pin never get sent to me as…,the pin never get sent to me as described for thursday for £1 which i did pay for from my o2 piroty voucher,. i was very disappointed when i found out that the pin was lost in the post and i had to return it. i am very annoyed,
1,2023-10-14,is an clean and safe and full of all…,is an clean and safe and full of all required machine.so happy with it.," 
 the only thing i would like to see is a little more power. 
 i have a 2011 chevy silverado 1",
1,2023-10-14,Fix the showers,"fix the showers, maintenance of anything in the gym is a absolute joke! its been 4 months", and still no sign of a plumber. the only thing that works is the toilet. the showers are leaking and the floor is slipp,
2,2023-10-14,Equipment is always dirty and there is…,equipment is always dirty and there is always equipment out of service,. the customer service rep is very helpful and polite. the customer service rep is very helpful and polite. the equipment is always dirty and there,
1,2023-10-14,Bruv,not good not good for you, not good for your health. i dont like it. i dont like the taste. i dont like the smell. i dont like the texture. i,
1,2023-10-14,Mostly bars without  grips,mostly bars without  grips.  mostly machine  cable broken.  tol on machines  to many dust .,  i would not recommend this product.  the product is not worth the money.  i would not recommend this product.  the product is not,
1,2023-10-14,No wifi in the palmers green gym and…,no wifi in the palmers green gym and they take much fee 30£ as compared to the gym group they take 22£ and give wifi," for free. i am a student and i am very disappointed that i have to pay extra for wifi. 
1. no wifi in",no wifi in
1,2023-10-13,Place is small and the disabled toilets…,place is small and the disabled toilets and showers are rarely cleaned. it is always packed and theres no room to stretch., the staff are very friendly but the food is very basic and bland. i would recommend this place to anyone who wants to experience a traditional english pub,
